Order ID,Ship Mode,Region,Category,Regional Manager,Target Key,Sales,Quantity,Discount,Profit,Ship Delay Days,Expected Ship Days,Is Delayed,Is Returned,Year,Month,Month Name,Quarter,Year Month
ES-2015-3805636,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,38.66,4.0,0.1,11.54,7.0,4.0,Yes,No,2015,10,Oct,4,2015-10
ES-2015-3805636,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,723.72,2.0,0.0,253.26,7.0,4.0,Yes,No,2015,10,Oct,4,2015-10
ES-2015-3805636,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,1838.52,5.0,0.2,160.77,7.0,4.0,Yes,No,2015,10,Oct,4,2015-10
ES-2015-1406120,Same Day,Central,Technology,Emily Burns,Central|Technology|2015,3227.7,5.0,0.0,742.35,0.0,0.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1406120,Same Day,Central,Technology,Emily Burns,Central|Technology|2015,379.44,8.0,0.0,128.88,0.0,0.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1406120,Same Day,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,52.59,1.0,0.0,12.6,0.0,0.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1406120,Same Day,Central,Furniture,Emily Burns,Central|Furniture|2015,990.47,3.0,0.1,242.03,0.0,0.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1406120,Same Day,Central,Furniture,Emily Burns,Central|Furniture|2015,50.31,1.0,0.0,19.11,0.0,0.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1406120,Same Day,Central,Furniture,Emily Burns,Central|Furniture|2015,219.83,3.0,0.1,90.32,0.0,0.0,No,No,2015,12,Dec,4,2015-12
ES-2015-1720401,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,34.56,3.0,0.0,13.77,6.0,4.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-2377967,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,308.7,6.0,0.0,77.04,4.0,4.0,No,No,2015,2,Feb,1,2015-02
ES-2015-2377967,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,2076.0,5.0,0.0,103.8,4.0,4.0,No,No,2015,2,Feb,1,2015-02
ES-2015-2377967,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,524.58,2.0,0.0,57.66,4.0,4.0,No,No,2015,2,Feb,1,2015-02
IT-2015-1900372,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,54.43,3.0,0.1,-3.08,5.0,4.0,Yes,No,2015,9,Sep,3,2015-09
IT-2015-1900372,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,236.88,8.0,0.0,82.8,5.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-1749151,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,47.88,3.0,0.0,17.64,5.0,2.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-1749151,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,271.08,9.0,0.0,51.3,5.0,2.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-3911616,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,102.87,3.0,0.0,40.05,5.0,2.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-3911616,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,230.2,2.0,0.1,5.08,5.0,2.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-3540276,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,25.19,1.0,0.1,6.41,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-3540276,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,112.83,3.0,0.1,-12.54,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-3540276,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,859.65,3.0,0.1,-0.03,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-3540276,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,10.42,2.0,0.1,1.96,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-3540276,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,288.68,3.0,0.1,48.11,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-3540276,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,55.62,5.0,0.1,21.57,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-5961845,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,41.04,3.0,0.0,12.24,5.0,4.0,Yes,No,2015,10,Oct,4,2015-10
IT-2015-3760449,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,47.95,2.0,0.1,-0.59,2.0,2.0,No,No,2015,8,Aug,3,2015-08
IT-2015-3760449,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,195.41,3.0,0.2,65.9,2.0,2.0,No,No,2015,8,Aug,3,2015-08
IT-2015-3760449,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,73.93,2.0,0.1,31.99,2.0,2.0,No,No,2015,8,Aug,3,2015-08
IT-2015-3760449,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,58.1,4.0,0.1,21.86,2.0,2.0,No,No,2015,8,Aug,3,2015-08
ES-2015-5384617,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,148.05,5.0,0.0,60.6,4.0,4.0,No,No,2015,8,Aug,3,2015-08
IT-2015-2403893,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,931.45,2.0,0.1,103.45,3.0,2.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-4421897,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,31.59,3.0,0.0,7.2,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-3805636,First Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,1074.06,6.0,0.1,214.74,3.0,1.0,Yes,No,2015,5,May,2,2015-05
ES-2015-3734581,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,9.54,2.0,0.0,4.08,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2720769,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,194.4,4.0,0.0,83.52,5.0,2.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-5649807,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,34.38,3.0,0.0,8.91,4.0,4.0,No,No,2015,9,Sep,3,2015-09
ES-2015-5649807,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,311.4,6.0,0.0,68.4,4.0,4.0,No,No,2015,9,Sep,3,2015-09
IT-2015-1573599,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,28.51,2.0,0.1,-0.65,5.0,4.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-3003511,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,219.62,1.0,0.1,48.8,4.0,4.0,No,No,2015,3,Mar,1,2015-03
IT-2015-5663038,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,965.05,3.0,0.15,-68.15,4.0,4.0,No,No,2015,9,Sep,3,2015-09
ES-2015-1712442,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,205.44,4.0,0.0,39.0,5.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-1712442,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,48.0,2.0,0.0,5.76,5.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-1712442,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,12.06,2.0,0.0,3.72,5.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-1712442,Standard Class,North,Technology,Ross DeVincentis,North|Technology|2015,4453.05,7.0,0.0,1424.85,5.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-1712442,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,268.32,2.0,0.0,24.12,5.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-2673474,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,1333.92,8.0,0.0,199.92,4.0,2.0,Yes,No,2015,10,Oct,4,2015-10
ES-2015-5496709,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,16.62,2.0,0.0,6.96,7.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-1640672,First Class,Central,Technology,Emily Burns,Central|Technology|2015,583.92,8.0,0.5,-58.56,3.0,1.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-1640672,First Class,Central,Technology,Emily Burns,Central|Technology|2015,86.26,1.0,0.5,-0.02,3.0,1.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-1640672,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,13.18,1.0,0.5,-7.93,3.0,1.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-3609014,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,123.9,5.0,0.0,39.6,6.0,4.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-2945927,First Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,35.82,3.0,0.0,15.03,2.0,1.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-3215372,First Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,51.3,3.0,0.0,12.24,1.0,1.0,No,No,2015,8,Aug,3,2015-08
IT-2015-5629016,First Class,Central,Furniture,Emily Burns,Central|Furniture|2015,2228.64,7.0,0.35,-754.41,3.0,1.0,Yes,No,2015,5,May,2,2015-05
ES-2015-5814037,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,146.4,5.0,0.0,7.2,5.0,4.0,Yes,No,2015,6,Jun,2,2015-06
IT-2015-5340302,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,49.8,2.0,0.5,-37.86,6.0,4.0,Yes,No,2015,1,Jan,1,2015-01
ES-2015-1458159,Standard Class,South,Technology,Damala Kotsonis,South|Technology|2015,776.79,7.0,0.1,129.36,4.0,4.0,No,No,2015,9,Sep,3,2015-09
IT-2015-4028329,Standard Class,North,Furniture,Ross DeVincentis,North|Furniture|2015,19.15,2.0,0.4,-8.99,4.0,4.0,No,No,2015,6,Jun,2,2015-06
IT-2015-4028329,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,44.04,7.0,0.1,19.05,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-1679370,Standard Class,North,Furniture,Ross DeVincentis,North|Furniture|2015,387.0,3.0,0.0,46.44,4.0,4.0,No,No,2015,8,Aug,3,2015-08
ES-2015-2857462,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,31.41,3.0,0.0,10.62,5.0,4.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-3229667,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,495.42,2.0,0.0,232.8,5.0,4.0,Yes,No,2015,1,Jan,1,2015-01
ES-2015-1416586,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,146.52,12.0,0.0,0.0,3.0,2.0,Yes,No,2015,3,Mar,1,2015-03
ES-2015-1416586,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,46.53,1.0,0.0,12.54,3.0,2.0,Yes,No,2015,3,Mar,1,2015-03
ES-2015-1416586,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,102.44,2.0,0.1,35.24,3.0,2.0,Yes,No,2015,3,Mar,1,2015-03
ES-2015-4825230,Second Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,25.54,1.0,0.5,-10.76,5.0,2.0,Yes,No,2015,1,Jan,1,2015-01
ES-2015-2093980,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,112.62,1.0,0.0,56.31,5.0,4.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-4028861,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,15.96,1.0,0.0,1.59,5.0,2.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-1708225,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,57.6,3.0,0.0,28.8,6.0,4.0,Yes,No,2015,3,Mar,1,2015-03
ES-2015-2258386,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,199.08,4.0,0.0,55.68,3.0,2.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-2258386,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,67.92,2.0,0.0,28.5,3.0,2.0,Yes,No,2015,11,Nov,4,2015-11
IT-2015-3284965,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,32.4,3.0,0.0,8.37,4.0,4.0,No,No,2015,2,Feb,1,2015-02
IT-2015-3284965,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,21.18,2.0,0.0,5.88,4.0,4.0,No,No,2015,2,Feb,1,2015-02
ES-2015-5315807,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,152.5,2.0,0.1,6.76,3.0,2.0,Yes,No,2015,9,Sep,3,2015-09
IT-2015-1327965,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,281.34,2.0,0.0,2.76,7.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-4372047,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,16.14,2.0,0.0,2.22,5.0,2.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-2720307,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,1568.84,7.0,0.15,184.52,5.0,4.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-5177366,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,21.42,3.0,0.0,8.28,7.0,4.0,Yes,No,2015,9,Sep,3,2015-09
IT-2015-2743644,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,425.19,3.0,0.15,-0.06,6.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-4156324,Second Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,16.71,1.0,0.0,4.17,4.0,2.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-1494790,Same Day,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,75.9,5.0,0.0,1.5,0.0,0.0,No,No,2015,8,Aug,3,2015-08
IT-2015-4626649,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,100.68,2.0,0.0,6.0,4.0,4.0,No,No,2015,9,Sep,3,2015-09
IT-2015-4626649,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,37.08,4.0,0.0,16.2,4.0,4.0,No,No,2015,9,Sep,3,2015-09
ES-2015-2010166,Standard Class,Central,Technology,Emily Burns,Central|Technology|2015,151.36,2.0,0.1,-5.06,4.0,4.0,No,No,2015,3,Mar,1,2015-03
ES-2015-2755002,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,37.04,4.0,0.1,7.76,4.0,4.0,No,No,2015,4,Apr,2,2015-04
ES-2015-5754966,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,237.51,7.0,0.0,26.04,7.0,4.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-1589842,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,109.08,2.0,0.0,52.32,2.0,2.0,No,No,2015,5,May,2,2015-05
ES-2015-1589842,Second Class,South,Technology,Damala Kotsonis,South|Technology|2015,1025.4,4.0,0.0,399.84,2.0,2.0,No,No,2015,5,May,2,2015-05
ES-2015-1351543,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,24.89,2.0,0.1,7.43,5.0,4.0,Yes,No,2015,5,May,2,2015-05
ES-2015-2933675,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,194.64,4.0,0.0,91.44,7.0,4.0,Yes,No,2015,3,Mar,1,2015-03
ES-2015-5239101,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,27.7,3.0,0.1,4.84,4.0,4.0,No,No,2015,7,Jul,3,2015-07
ES-2015-5239101,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,17.46,1.0,0.0,7.14,4.0,4.0,No,No,2015,7,Jul,3,2015-07
ES-2015-5239101,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,135.54,3.0,0.0,40.59,4.0,4.0,No,No,2015,7,Jul,3,2015-07
IT-2015-2743644,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,27.72,2.0,0.0,6.6,6.0,4.0,Yes,No,2015,9,Sep,3,2015-09
IT-2015-4317663,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,79.92,4.0,0.1,-0.96,6.0,4.0,Yes,No,2015,11,Nov,4,2015-11
IT-2015-4317663,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,52.6,2.0,0.1,1.72,6.0,4.0,Yes,No,2015,11,Nov,4,2015-11
ES-2015-4805316,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,25.62,2.0,0.0,7.14,3.0,2.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-4805316,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,85.14,2.0,0.0,15.3,3.0,2.0,Yes,No,2015,8,Aug,3,2015-08
IT-2015-2421873,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,121.5,5.0,0.5,-17.1,5.0,4.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-4926746,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,58.98,2.0,0.0,12.36,3.0,2.0,Yes,No,2015,3,Mar,1,2015-03
ES-2015-4926746,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,41.8,2.0,0.1,10.66,3.0,2.0,Yes,No,2015,3,Mar,1,2015-03
IT-2015-3461936,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,290.14,9.0,0.4,-135.65,6.0,4.0,Yes,No,2015,10,Oct,4,2015-10
IT-2015-3461936,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,38.88,6.0,0.0,0.36,6.0,4.0,Yes,No,2015,10,Oct,4,2015-10
IT-2015-3461936,Standard Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,242.1,2.0,0.0,101.64,6.0,4.0,Yes,No,2015,10,Oct,4,2015-10
IT-2015-3461936,Standard Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,21.06,3.0,0.0,10.53,6.0,4.0,Yes,No,2015,10,Oct,4,2015-10
IT-2015-5340302,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,198.42,2.0,0.5,-130.98,6.0,4.0,Yes,No,2015,1,Jan,1,2015-01
ES-2015-1426891,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,973.32,4.0,0.0,486.6,2.0,2.0,No,No,2015,9,Sep,3,2015-09
ES-2015-1591803,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,248.78,6.0,0.15,70.22,4.0,2.0,Yes,No,2015,8,Aug,3,2015-08
IT-2015-5515844,First Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,180.08,7.0,0.5,-90.2,2.0,1.0,Yes,No,2015,12,Dec,4,2015-12
ES-2015-1426891,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,3616.5,10.0,0.0,36.0,2.0,2.0,No,No,2015,9,Sep,3,2015-09
ES-2015-1426891,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,177.98,4.0,0.1,-5.98,2.0,2.0,No,No,2015,9,Sep,3,2015-09
ES-2015-3188488,Second Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,266.5,4.0,0.2,23.26,5.0,2.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-3188488,Second Class,South,Furniture,Damala Kotsonis,South|Furniture|2015,729.48,2.0,0.0,240.72,5.0,2.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-3188488,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,56.88,1.0,0.0,0.54,5.0,2.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-3188488,Second Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,116.04,4.0,0.0,12.72,5.0,2.0,Yes,No,2015,2,Feb,1,2015-02
ES-2015-3080574,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,554.04,12.0,0.0,144.0,4.0,4.0,No,No,2015,6,Jun,2,2015-06
ES-2015-1708709,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,79.74,6.0,0.0,14.22,4.0,4.0,No,No,2015,9,Sep,3,2015-09
ES-2015-1708709,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,105.57,9.0,0.0,48.33,4.0,4.0,No,No,2015,9,Sep,3,2015-09
ES-2015-1708709,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,1253.07,5.0,0.1,236.67,4.0,4.0,No,No,2015,9,Sep,3,2015-09
ES-2015-5644297,First Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,155.34,3.0,0.0,27.9,2.0,1.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-5644297,First Class,South,Office Supplies,Damala Kotsonis,South|Office Supplies|2015,185.01,7.0,0.0,16.59,2.0,1.0,Yes,No,2015,8,Aug,3,2015-08
ES-2015-1708709,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,29.81,2.0,0.1,-1.33,4.0,4.0,No,No,2015,9,Sep,3,2015-09
IT-2015-2403893,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,80.1,2.0,0.0,3.96,3.0,2.0,Yes,No,2015,6,Jun,2,2015-06
ES-2015-3192576,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,64.26,9.0,0.0,24.84,2.0,2.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3192576,Second Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,44.22,2.0,0.0,7.92,2.0,2.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3192576,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,785.34,3.0,0.0,86.31,2.0,2.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3192576,Second Class,Central,Technology,Emily Burns,Central|Technology|2015,306.24,2.0,0.0,9.18,2.0,2.0,No,No,2015,4,Apr,2,2015-04
ES-2015-3192576,Second Class,Central,Furniture,Emily Burns,Central|Furniture|2015,256.95,5.0,0.0,74.4,2.0,2.0,No,No,2015,4,Apr,2,2015-04
IT-2015-5340302,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,21.9,4.0,0.5,-12.3,6.0,4.0,Yes,No,2015,1,Jan,1,2015-01
IT-2015-5340302,Standard Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,9.04,3.0,0.5,-3.47,6.0,4.0,Yes,No,2015,1,Jan,1,2015-01
ES-2015-4508489,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,81.99,3.0,0.5,-73.8,5.0,4.0,Yes,No,2015,9,Sep,3,2015-09
ES-2015-4508489,Standard Class,North,Office Supplies,Ross DeVincentis,North|Office Supplies|2015,24.72,4.0,0.5,-10.92,5.0,4.0,Yes,No,2015,9,Sep,3,2015-09
IT-2015-3941469,First Class,Central,Office Supplies,Emily Burns,Central|Office Supplies|2015,154.08,6.0,0.5,-95.58,2.0,1.0,Yes,No,2015,8,Aug,3,2015-08
IT-2015-3941469,First Class,Central,Furniture,Emily Burns,Central|Furniture|2015,174.6,5.0,0.2,24.0,2.0,1.0,Yes,No,2015,8,Aug,3,2015-08
IT-2015-3702883,Standard Class,Central,Furniture,Emily Burns,Central|Furniture|2015,745.69,2.0,0.1,182.23,5.0,4.0,Yes,No,2015,11,Nov,4,2015-11
IT-2015-2419493,First Class,North,Technology,Ross DeVincentis,North|Technology|2015,73.2,2.0,0.5,-11.76,1.0,1.0,No,No,2015,4,Apr,2,2015-04
